time_sec,leg_id,planned_x_rel_m,planned_y_rel_m,planned_z_rel_m,actual_x_rel_m,actual_y_rel_m,actual_z_rel_m,actual_x_abs_m,actual_y_abs_m,actual_z_abs_m
0.858367,2,0.021723,0.000000,0.028313,0.022910,0.001317,0.027826,-0.013626,0.109317,-0.236706
0.858367,3,0.021723,0.000000,0.028313,0.022087,-0.000823,0.027983,-0.015556,-0.108823,-0.235322
0.861473,0,0.021796,0.000000,0.028505,0.021738,0.000796,0.027993,-0.019339,0.108796,-0.235722
0.861473,1,0.021796,0.000000,0.028505,0.023295,-0.001413,0.028207,-0.014030,-0.109413,-0.234879
0.861473,2,0.021796,0.000000,0.028505,0.023005,0.001316,0.028018,-0.013530,0.109316,-0.236514
0.861473,3,0.021796,0.000000,0.028505,0.022155,-0.000815,0.028164,-0.015487,-0.108815,-0.235141
0.864786,0,0.021874,0.000000,0.028709,0.021807,0.000802,0.028176,-0.019270,0.108802,-0.235539
0.864786,1,0.021874,0.000000,0.028709,0.023367,-0.001419,0.028391,-0.013958,-0.109419,-0.234695
0.864786,2,0.021874,0.000000,0.028709,0.023092,0.001315,0.028198,-0.013444,0.109315,-0.236333
0.864786,3,0.021874,0.000000,0.028709,0.022224,-0.000815,0.028358,-0.015418,-0.108815,-0.234948
0.868513,0,0.021962,0.000000,0.028940,0.021891,0.000809,0.028377,-0.019186,0.108809,-0.235338
0.868513,1,0.021962,0.000000,0.028940,0.023475,-0.001411,0.028596,-0.013850,-0.109411,-0.234491
0.868513,2,0.021962,0.000000,0.028940,0.023187,0.001321,0.028413,-0.013348,0.109321,-0.236119
0.868513,3,0.021962,0.000000,0.028940,0.022319,-0.000821,0.028578,-0.015323,-0.108821,-0.234727
0.871676,0,0.022036,0.000000,0.029136,0.021992,0.000801,0.028593,-0.019085,0.108801,-0.235123
0.871676,1,0.022036,0.000000,0.029136,0.023559,-0.001417,0.028814,-0.013765,-0.109417,-0.234272
0.871676,2,0.022036,0.000000,0.029136,0.023259,0.001327,0.028597,-0.013277,0.109327,-0.235934
0.871676,3,0.022036,0.000000,0.029136,0.022388,-0.000813,0.028769,-0.015254,-0.108813,-0.234536
0.874829,0,0.022110,0.000000,0.029332,0.022066,0.000793,0.028775,-0.019011,0.108793,-0.234940
0.874829,1,0.022110,0.000000,0.029332,0.023645,-0.001409,0.028992,-0.013679,-0.109409,-0.234094
0.874829,2,0.022110,0.000000,0.029332,0.023330,0.001326,0.028779,-0.013205,0.109326,-0.235753
0.874829,3,0.022110,0.000000,0.029332,0.022463,-0.000827,0.028959,-0.015179,-0.108827,-0.234346
0.877914,0,0.022183,0.000000,0.029525,0.022152,0.000786,0.028964,-0.018925,0.108786,-0.234752
0.877914,1,0.022183,0.000000,0.029525,0.023720,-0.001408,0.029167,-0.013605,-0.109408,-0.233919
0.877914,2,0.022183,0.000000,0.029525,0.023407,0.001325,0.028947,-0.013129,0.109325,-0.235584
0.877914,3,0.022183,0.000000,0.029525,0.022537,-0.000819,0.029147,-0.015105,-0.108819,-0.234159
0.880662,0,0.022247,0.000000,0.029696,0.022216,0.000792,0.029151,-0.018861,0.108792,-0.234565
0.880662,1,0.022247,0.000000,0.029696,0.023803,-0.001414,0.029348,-0.013522,-0.109414,-0.233738
0.880662,2,0.022247,0.000000,0.029696,0.023466,0.001331,0.029108,-0.013070,0.109331,-0.235424
0.880662,3,0.022247,0.000000,0.029696,0.022600,-0.000826,0.029310,-0.015043,-0.108826,-0.233995
0.883440,0,0.022312,0.000000,0.029871,0.022286,0.000799,0.029319,-0.018791,0.108799,-0.234397
0.883440,1,0.022312,0.000000,0.029871,0.023858,-0.001413,0.029499,-0.013467,-0.109413,-0.233587
0.883440,2,0.022312,0.000000,0.029871,0.023523,0.001323,0.029268,-0.013013,0.109323,-0.235264
0.883440,3,0.022312,0.000000,0.029871,0.022675,-0.000818,0.029491,-0.014967,-0.108818,-0.233815
0.886425,0,0.022382,0.000000,0.030058,0.022355,0.000798,0.029490,-0.018722,0.108798,-0.234226
0.886425,1,0.022382,0.000000,0.030058,0.023944,-0.001412,0.029680,-0.013381,-0.109412,-0.233406
0.886425,2,0.022382,0.000000,0.030058,0.023586,0.001329,0.029425,-0.012949,0.109329,-0.235107
0.886425,3,0.022382,0.000000,0.030058,0.022729,-0.000831,0.029673,-0.014913,-0.108831,-0.233632
0.889405,0,0.022452,0.000000,0.030246,0.022440,0.000790,0.029669,-0.018637,0.108790,-0.234047
0.889405,1,0.022452,0.000000,0.030246,0.024025,-0.001404,0.029861,-0.013300,-0.109404,-0.233225
0.889405,2,0.022452,0.000000,0.030246,0.023658,0.001328,0.029616,-0.012878,0.109328,-0.234916
0.889405,3,0.022452,0.000000,0.030246,0.022804,-0.000831,0.029867,-0.014838,-0.108831,-0.233438
0.892269,0,0.022519,0.000000,0.030426,0.022509,0.000797,0.029853,-0.018569,0.108797,-0.233863
0.892269,1,0.022519,0.000000,0.030426,0.024111,-0.001402,0.030042,-0.013214,-0.109402,-0.233044
0.892269,2,0.022519,0.000000,0.030426,0.023717,0.001320,0.029779,-0.012819,0.109320,-0.234753
0.892269,3,0.022519,0.000000,0.030426,0.022870,-0.000823,0.030046,-0.014772,-0.108823,-0.233259
0.895048,0,0.022584,0.000000,0.030602,0.022570,0.000789,0.030021,-0.018507,0.108789,-0.233694
0.895048,1,0.022584,0.000000,0.030602,0.024172,-0.001401,0.030203,-0.013152,-0.109401,-0.232883
0.895048,2,0.022584,0.000000,0.030602,0.023793,0.001333,0.029955,-0.012743,0.109333,-0.234577
0.895048,3,0.022584,0.000000,0.030602,0.022919,-0.000844,0.030226,-0.014723,-0.108844,-0.233079
0.898225,0,0.022658,0.000000,0.030803,0.022626,0.000796,0.030190,-0.018451,0.108796,-0.233525
0.898225,1,0.022658,0.000000,0.030803,0.024249,-0.001407,0.030394,-0.013076,-0.109407,-0.232692
0.898225,2,0.022658,0.000000,0.030803,0.023857,0.001332,0.030146,-0.012679,0.109332,-0.234385
0.898225,3,0.022658,0.000000,0.030803,0.022997,-0.000829,0.030417,-0.014645,-0.108829,-0.232889
0.901455,0,0.022733,0.000000,0.031009,0.022704,0.000795,0.030383,-0.018373,0.108795,-0.233333
0.901455,1,0.022733,0.000000,0.031009,0.024335,-0.001399,0.030591,-0.012990,-0.109399,-0.232495
0.901455,2,0.022733,0.000000,0.031009,0.023916,0.001324,0.030329,-0.012620,0.109324,-0.234203
0.901455,3,0.022733,0.000000,0.031009,0.023063,-0.000828,0.030608,-0.014580,-0.108828,-0.232697
0.904178,0,0.022797,0.000000,0.031182,0.022773,0.000794,0.030573,-0.018304,0.108794,-0.233142
0.904178,1,0.022797,0.000000,0.031182,0.024403,-0.001391,0.030767,-0.012921,-0.109391,-0.232319
0.904178,2,0.022797,0.000000,0.031182,0.023961,0.001330,0.030499,-0.012575,0.109330,-0.234032
0.904178,3,0.022797,0.000000,0.031182,0.023106,-0.000842,0.030770,-0.014536,-0.108842,-0.232536
0.907216,0,0.022868,0.000000,0.031376,0.022831,0.000794,0.030733,-0.018246,0.108794,-0.232983
0.907216,1,0.022868,0.000000,0.031376,0.024475,-0.001383,0.030946,-0.012850,-0.109383,-0.232140
0.907216,2,0.022868,0.000000,0.031376,0.024025,0.001329,0.030672,-0.012511,0.109329,-0.233859
0.907216,3,0.022868,0.000000,0.031376,0.023182,-0.000841,0.030964,-0.014461,-0.108841,-0.232341
0.909943,0,0.022931,0.000000,0.031550,0.022888,0.000793,0.030918,-0.018189,0.108793,-0.232798
0.909943,1,0.022931,0.000000,0.031550,0.024553,-0.001382,0.031147,-0.012771,-0.109382,-0.231939
0.909943,2,0.022931,0.000000,0.031550,0.024077,0.001321,0.030846,-0.012459,0.109321,-0.233686
0.909943,3,0.022931,0.000000,0.031550,0.023239,-0.000840,0.031128,-0.014403,-0.108840,-0.232178
0.912747,0,0.022996,0.000000,0.031730,0.022950,0.000800,0.031077,-0.018127,0.108800,-0.232638
0.912747,1,0.022996,0.000000,0.031730,0.024617,-0.001374,0.031307,-0.012707,-0.109374,-0.231779
0.912747,2,0.022996,0.000000,0.031730,0.024124,0.001327,0.031010,-0.012412,0.109327,-0.233521
0.912747,3,0.022996,0.000000,0.031730,0.023293,-0.000847,0.031298,-0.014349,-0.108847,-0.232007
0.915623,0,0.023063,0.000000,0.031915,0.023021,0.000792,0.031258,-0.018056,0.108792,-0.232458
0.915623,1,0.023063,0.000000,0.031915,0.024698,-0.001373,0.031502,-0.012627,-0.109373,-0.231584
0.915623,2,0.023063,0.000000,0.031915,0.024161,0.001326,0.031188,-0.012374,0.109326,-0.233344
0.915623,3,0.023063,0.000000,0.031915,0.023370,-0.000846,0.031486,-0.014272,-0.108846,-0.231819
0.918385,0,0.023127,0.000000,0.032092,0.023077,0.000791,0.031424,-0.018000,0.108791,-0.232291
0.918385,1,0.023127,0.000000,0.032092,0.024771,-0.001365,0.031674,-0.012553,-0.109365,-0.231412
0.918385,2,0.023127,0.000000,0.032092,0.024211,0.001332,0.031346,-0.012325,0.109332,-0.233185
0.918385,3,0.023127,0.000000,0.032092,0.023423,-0.000845,0.031653,-0.014219,-0.108845,-0.231652
0.921071,0,0.023190,0.000000,0.032266,0.023145,0.000805,0.031603,-0.017932,0.108805,-0.232113
0.921071,1,0.023190,0.000000,0.032266,0.024833,-0.001364,0.031845,-0.012492,-0.109364,-0.231241
0.921071,2,0.023190,0.000000,0.032266,0.024250,0.001324,0.031505,-0.012285,0.109324,-0.233027
0.921071,3,0.023190,0.000000,0.032266,0.023482,-0.000852,0.031830,-0.014161,-0.108852,-0.231475
0.924008,0,0.023258,0.000000,0.032455,0.023191,0.000790,0.031760,-0.017886,0.108790,-0.231956
0.924008,1,0.023258,0.000000,0.032455,0.024899,-0.001355,0.032018,-0.012426,-0.109355,-0.231068
0.924008,2,0.023258,0.000000,0.032455,0.024293,0.001324,0.031670,-0.012243,0.109324,-0.232862
0.924008,3,0.023258,0.000000,0.032455,0.023552,-0.000844,0.032025,-0.014090,-0.108844,-0.231280
0.927181,0,0.023331,0.000000,0.032661,0.023260,0.000790,0.031951,-0.017817,0.108790,-0.231765
0.927181,1,0.023331,0.000000,0.032661,0.024963,-0.001354,0.032192,-0.012362,-0.109354,-0.230895
0.927181,2,0.023331,0.000000,0.032661,0.024342,0.001330,0.031856,-0.012193,0.109330,-0.232675
0.927181,3,0.023331,0.000000,0.032661,0.023629,-0.000850,0.032235,-0.014013,-0.108850,-0.231070
0.930182,0,0.023401,0.000000,0.032856,0.023336,0.000789,0.032150,-0.017741,0.108789,-0.231565
0.930182,1,0.023401,0.000000,0.032856,0.025032,-0.001346,0.032377,-0.012293,-0.109346,-0.230709
0.930182,2,0.023401,0.000000,0.032856,0.024387,0.001322,0.032021,-0.012149,0.109322,-0.232511
0.930182,3,0.023401,0.000000,0.032856,0.023688,-0.000850,0.032428,-0.013954,-0.108850,-0.230878
0.933336,0,0.023474,0.000000,0.033061,0.023395,0.000788,0.032348,-0.017682,0.108788,-0.231367
0.933336,1,0.023474,0.000000,0.033061,0.025082,-0.001345,0.032561,-0.012243,-0.109345,-0.230525
0.933336,2,0.023474,0.000000,0.033061,0.024439,0.001320,0.032207,-0.012097,0.109320,-0.232324
0.933336,3,0.023474,0.000000,0.033061,0.023768,-0.000856,0.032641,-0.013874,-0.108856,-0.230664
0.936272,0,0.023541,0.000000,0.033252,0.023473,0.000788,0.032542,-0.017604,0.108788,-0.231174
0.936272,1,0.023541,0.000000,0.033252,0.025155,-0.001344,0.032757,-0.012170,-0.109344,-0.230329
0.936272,2,0.023541,0.000000,0.033252,0.024493,0.001326,0.032400,-0.012043,0.109326,-0.232131
0.936272,3,0.023541,0.000000,0.033252,0.023831,-0.000848,0.032827,-0.013811,-0.108848,-0.230478
0.939137,0,0.023608,0.000000,0.033439,0.023522,0.000780,0.032715,-0.017555,0.108780,-0.231001
0.939137,1,0.023608,0.000000,0.033439,0.025221,-0.001343,0.032924,-0.012104,-0.109343,-0.230162
0.939137,2,0.023608,0.000000,0.033439,0.024533,0.001325,0.032572,-0.012003,0.109325,-0.231960
0.939137,3,0.023608,0.000000,0.033439,0.023896,-0.000861,0.033017,-0.013746,-0.108861,-0.230289
0.942317,0,0.023681,0.000000,0.033647,0.023600,0.000786,0.032902,-0.017478,0.108786,-0.230813
0.942317,1,0.023681,0.000000,0.033647,0.025273,-0.001342,0.033102,-0.012052,-0.109342,-0.229985
0.942317,2,0.023681,0.000000,0.033647,0.024585,0.001331,0.032771,-0.011951,0.109331,-0.231760
0.942317,3,0.023681,0.000000,0.033647,0.023973,-0.000861,0.033214,-0.013669,-0.108861,-0.230091
0.945638,0,0.023758,0.000000,0.033865,0.023645,0.000786,0.033101,-0.017432,0.108786,-0.230614
0.945638,1,0.023758,0.000000,0.033865,0.025330,-0.001341,0.033295,-0.011995,-0.109341,-0.229791
0.945638,2,0.023758,0.000000,0.033865,0.024635,0.001330,0.032965,-0.011901,0.109330,-0.231567
0.945638,3,0.023758,0.000000,0.033865,0.024045,-0.000860,0.033416,-0.013597,-0.108860,-0.229889
0.948974,0,0.023834,0.000000,0.034085,0.023714,0.000792,0.033324,-0.017363,0.108792,-0.230391
0.948974,1,0.023834,0.000000,0.034085,0.025394,-0.001333,0.033503,-0.011931,-0.109333,-0.229583
0.948974,2,0.023834,0.000000,0.034085,0.024703,0.001329,0.033182,-0.011832,0.109329,-0.231349
0.948974,3,0.023834,0.000000,0.034085,0.024123,-0.000859,0.033624,-0.013520,-0.108859,-0.229682
0.952248,0,0.023910,0.000000,0.034300,0.023790,0.000791,0.033525,-0.017287,0.108791,-0.230191
0.952248,1,0.023910,0.000000,0.034300,0.025448,-0.001332,0.033694,-0.011876,-0.109332,-0.229392
0.952248,2,0.023910,0.000000,0.034300,0.024755,0.001335,0.033382,-0.011780,0.109335,-0.231150
0.952248,3,0.023910,0.000000,0.034300,0.024190,-0.000858,0.033819,-0.013452,-0.108858,-0.229486
0.955617,0,0.023987,0.000000,0.034523,0.023850,0.000784,0.033739,-0.017227,0.108784,-0.229977
0.955617,1,0.023987,0.000000,0.034523,0.025517,-0.001337,0.033906,-0.011808,-0.109337,-0.229180
0.955617,2,0.023987,0.000000,0.034523,0.024819,0.001327,0.033600,-0.011716,0.109327,-0.230932
0.955617,3,0.023987,0.000000,0.034523,0.024263,-0.000865,0.034034,-0.013380,-0.108865,-0.229272
0.958770,0,0.024059,0.000000,0.034731,0.023919,0.000797,0.033955,-0.017158,0.108797,-0.229760
0.958770,1,0.024059,0.000000,0.034731,0.025588,-0.001350,0.034105,-0.011737,-0.109350,-0.228981
0.958770,2,0.024059,0.000000,0.034731,0.024873,0.001347,0.033790,-0.011662,0.109347,-0.230741
0.958770,3,0.024059,0.000000,0.034731,0.024326,-0.000857,0.034229,-0.013317,-0.108857,-0.229076
0.962129,0,0.024137,0.000000,0.034954,0.023980,0.000796,0.034157,-0.017097,0.108796,-0.229559
0.962129,1,0.024137,0.000000,0.034954,0.025647,-0.001335,0.034314,-0.011678,-0.109335,-0.228772
0.962129,2,0.024137,0.000000,0.034954,0.024933,0.001338,0.034011,-0.011603,0.109338,-0.230520
0.962129,3,0.024137,0.000000,0.034954,0.024379,-0.000877,0.034445,-0.013263,-0.108877,-0.228860
0.965479,0,0.024213,0.000000,0.035177,0.024038,0.000802,0.034384,-0.017039,0.108802,-0.229331
0.965479,1,0.024213,0.000000,0.035177,0.025728,-0.001341,0.034551,-0.011597,-0.109341,-0.228535
0.965479,2,0.024213,0.000000,0.035177,0.024996,0.001337,0.034223,-0.011539,0.109337,-0.230308
0.965479,3,0.024213,0.000000,0.035177,0.024457,-0.000883,0.034666,-0.013186,-0.108883,-0.228639
0.968616,0,0.024285,0.000000,0.035386,0.024103,0.000801,0.034598,-0.016975,0.108801,-0.229117
0.968616,1,0.024285,0.000000,0.035386,0.025813,-0.001353,0.034778,-0.011512,-0.109353,-0.228308
0.968616,2,0.024285,0.000000,0.035386,0.025051,0.001336,0.034423,-0.011485,0.109336,-0.230109
0.968616,3,0.024285,0.000000,0.035386,0.024526,-0.000896,0.034862,-0.013116,-0.108896,-0.228443
0.971795,0,0.024358,0.000000,0.035598,0.024169,0.000801,0.034796,-0.016909,0.108801,-0.228919
0.971795,1,0.024358,0.000000,0.035598,0.025886,-0.001345,0.034990,-0.011439,-0.109345,-0.228096
0.971795,2,0.024358,0.000000,0.035598,0.025107,0.001342,0.034629,-0.011429,0.109342,-0.229902
0.971795,3,0.024358,0.000000,0.035598,0.024589,-0.000895,0.035071,-0.013053,-0.108895,-0.228234
0.974910,0,0.024429,0.000000,0.035807,0.024217,0.000800,0.035008,-0.016861,0.108800,-0.228707
0.974910,1,0.024429,0.000000,0.035807,0.025952,-0.001337,0.035193,-0.011373,-0.109337,-0.227893
0.974910,2,0.024429,0.000000,0.035807,0.025171,0.001354,0.034838,-0.011365,0.109354,-0.229693
0.974910,3,0.024429,0.000000,0.035807,0.024668,-0.000888,0.035260,-0.012974,-0.108888,-0.228045
0.978206,0,0.024504,0.000000,0.036028,0.024290,0.000806,0.035219,-0.016787,0.108806,-0.228497
0.978206,1,0.024504,0.000000,0.036028,0.026027,-0.001336,0.035411,-0.011297,-0.109336,-0.227675
0.978206,2,0.024504,0.000000,0.036028,0.025230,0.001339,0.035038,-0.011306,0.109339,-0.229494
0.978206,3,0.024504,0.000000,0.036028,0.024742,-0.000908,0.035485,-0.012900,-0.108908,-0.227820
0.981354,0,0.024576,0.000000,0.036239,0.024361,0.000819,0.035439,-0.016716,0.108819,-0.228276
0.981354,1,0.024576,0.000000,0.036239,0.026110,-0.001341,0.035651,-0.011215,-0.109341,-0.227435
0.981354,2,0.024576,0.000000,0.036239,0.025305,0.001345,0.035259,-0.011231,0.109345,-0.229273
0.981354,3,0.024576,0.000000,0.036239,0.024796,-0.000907,0.035672,-0.012847,-0.108907,-0.227633
0.985024,0,0.024660,0.000000,0.036486,0.024418,0.000812,0.035641,-0.016659,0.108812,-0.228074
0.985024,1,0.024660,0.000000,0.036486,0.026186,-0.001340,0.035870,-0.011139,-0.109340,-0.227216
0.985024,2,0.024660,0.000000,0.036486,0.025366,0.001344,0.035478,-0.011170,0.109344,-0.229054
0.985024,3,0.024660,0.000000,0.036486,0.024875,-0.000920,0.035919,-0.012767,-0.108920,-0.227386
0.988530,0,0.024740,0.000000,0.036723,0.024521,0.000811,0.035894,-0.016556,0.108811,-0.227821
0.988530,1,0.024740,0.000000,0.036723,0.026271,-0.001331,0.036126,-0.011054,-0.109331,-0.226960
0.988530,2,0.024740,0.000000,0.036723,0.025451,0.001335,0.035724,-0.011085,0.109335,-0.228808
0.988530,3,0.024740,0.000000,0.036723,0.024950,-0.000912,0.036130,-0.012692,-0.108912,-0.227175
0.991621,0,0.024810,0.000000,0.036932,0.024586,0.000817,0.036131,-0.016492,0.108817,-0.227584
0.991621,1,0.024810,0.000000,0.036932,0.026341,-0.001337,0.036342,-0.010983,-0.109337,-0.226744
0.991621,2,0.024810,0.000000,0.036932,0.025519,0.001334,0.035923,-0.011017,0.109334,-0.228608
0.991621,3,0.024810,0.000000,0.036932,0.025010,-0.000918,0.036330,-0.012632,-0.108918,-0.226975
0.994434,0,0.024874,0.000000,0.037122,0.024645,0.000816,0.036330,-0.016433,0.108816,-0.227385
0.994434,1,0.024874,0.000000,0.037122,0.026398,-0.001329,0.036533,-0.010927,-0.109329,-0.226553
0.994434,2,0.024874,0.000000,0.037122,0.025580,0.001340,0.036126,-0.010956,0.109340,-0.228405
0.994434,3,0.024874,0.000000,0.037122,0.025079,-0.000931,0.036517,-0.012563,-0.108931,-0.226788
0.997245,0,0.024938,0.000000,0.037313,0.024726,0.000822,0.036525,-0.016351,0.108822,-0.227191
0.997245,1,0.024938,0.000000,0.037313,0.026468,-0.001342,0.036723,-0.010857,-0.109342,-0.226363
0.997245,2,0.024938,0.000000,0.037313,0.025647,0.001332,0.036304,-0.010888,0.109332,-0.228228
0.997245,3,0.024938,0.000000,0.037313,0.025139,-0.000923,0.036702,-0.012504,-0.108923,-0.226604
0.999964,0,0.024999,0.000000,0.037498,0.024768,0.000815,0.036700,-0.016309,0.108815,-0.227016
0.999964,1,0.024999,0.000000,0.037498,0.026512,-0.001341,0.036902,-0.010813,-0.109341,-0.226184
0.999964,2,0.024999,0.000000,0.037498,0.025713,0.001338,0.036504,-0.010823,0.109338,-0.228028
0.999964,3,0.024999,0.000000,0.037498,0.025200,-0.000909,0.036866,-0.012442,-0.108909,-0.226439
1.002816,0,0.025064,0.000000,0.037692,0.024824,0.000814,0.036886,-0.016253,0.108814,-0.226829
1.002816,1,0.025064,0.000000,0.037692,0.026582,-0.001346,0.037090,-0.010743,-0.109346,-0.225996
1.002816,2,0.025064,0.000000,0.037692,0.025757,0.001330,0.036688,-0.010778,0.109330,-0.227843
1.002816,3,0.025064,0.000000,0.037692,0.025274,-0.000915,0.037066,-0.012368,-0.108915,-0.226239
1.005594,0,0.025127,0.000000,0.037881,0.024901,0.000820,0.037085,-0.016176,0.108820,-0.226631
1.005594,1,0.025127,0.000000,0.037881,0.026640,-0.001338,0.037275,-0.010684,-0.109338,-0.225812
1.005594,2,0.025127,0.000000,0.037881,0.025829,0.001329,0.036875,-0.010706,0.109329,-0.227656
1.005594,3,0.025127,0.000000,0.037881,0.025345,-0.000921,0.037253,-0.012297,-0.108921,-0.226052
1.008525,0,0.025193,0.000000,0.038081,0.024957,0.000826,0.037275,-0.016120,0.108826,-0.226441
1.008525,1,0.025193,0.000000,0.038081,0.026694,-0.001337,0.037466,-0.010631,-0.109337,-0.225620
1.008525,2,0.025193,0.000000,0.038081,0.025890,0.001334,0.037079,-0.010646,0.109334,-0.227453
1.008525,3,0.025193,0.000000,0.038081,0.025414,-0.000913,0.037449,-0.012228,-0.108913,-0.225856
1.011593,0,0.025262,0.000000,0.038291,0.025031,0.000819,0.037463,-0.016046,0.108819,-0.226252
1.011593,1,0.025262,0.000000,0.038291,0.026769,-0.001343,0.037669,-0.010556,-0.109343,-0.225417
1.011593,2,0.025262,0.000000,0.038291,0.025976,0.001326,0.037281,-0.010559,0.109326,-0.227250
1.011593,3,0.025262,0.000000,0.038291,0.025483,-0.000919,0.037653,-0.012159,-0.108919,-0.225653
1.014527,0,0.025329,0.000000,0.038492,0.025086,0.000825,0.037670,-0.015991,0.108825,-0.226046
1.014527,1,0.025329,0.000000,0.038492,0.026807,-0.001342,0.037858,-0.010518,-0.109342,-0.225228
1.014527,2,0.025329,0.000000,0.038492,0.026037,0.001325,0.037481,-0.010499,0.109325,-0.227050
1.014527,3,0.025329,0.000000,0.038492,0.025550,-0.000912,0.037846,-0.012092,-0.108912,-0.225459
1.017393,0,0.025393,0.000000,0.038689,0.025132,0.000824,0.037854,-0.015945,0.108824,-0.225861
1.017393,1,0.025393,0.000000,0.038689,0.026864,-0.001341,0.038028,-0.010460,-0.109341,-0.225059
1.017393,2,0.025393,0.000000,0.038689,0.026097,0.001331,0.037666,-0.010438,0.109331,-0.226865
1.017393,3,0.025393,0.000000,0.038689,0.025610,-0.000911,0.038024,-0.012033,-0.108911,-0.225281
1.020624,0,0.025466,0.000000,0.038911,0.025214,0.000817,0.038052,-0.015863,0.108817,-0.225663
1.020624,1,0.025466,0.000000,0.038911,0.026918,-0.001333,0.038225,-0.010406,-0.109333,-0.224861
1.020624,2,0.025466,0.000000,0.038911,0.026165,0.001323,0.037853,-0.010371,0.109323,-0.226678
1.020624,3,0.025466,0.000000,0.038911,0.025655,-0.000910,0.038213,-0.011987,-0.108910,-0.225092
1.023695,0,0.025535,0.000000,0.039123,0.025273,0.000823,0.038274,-0.015804,0.108823,-0.225441
1.023695,1,0.025535,0.000000,0.039123,0.026984,-0.001331,0.038442,-0.010341,-0.109331,-0.224644
1.023695,2,0.025535,0.000000,0.039123,0.026248,0.001328,0.038078,-0.010287,0.109328,-0.226453
1.023695,3,0.025535,0.000000,0.039123,0.025730,-0.000923,0.038445,-0.011913,-0.108923,-0.224860
1.026907,0,0.025608,0.000000,0.039345,0.025339,0.000808,0.038467,-0.015738,0.108808,-0.225249
1.026907,1,0.025608,0.000000,0.039345,0.027047,-0.001337,0.038640,-0.010278,-0.109337,-0.224446
1.026907,2,0.025608,0.000000,0.039345,0.026318,0.001334,0.038295,-0.010217,0.109334,-0.226237
1.026907,3,0.025608,0.000000,0.039345,0.025792,-0.000915,0.038652,-0.011850,-0.108915,-0.224654
1.029878,0,0.025674,0.000000,0.039550,0.025401,0.000814,0.038692,-0.015677,0.108814,-0.225023
1.029878,1,0.025674,0.000000,0.039550,0.027089,-0.001343,0.038839,-0.010236,-0.109343,-0.224247
1.029878,2,0.025674,0.000000,0.039550,0.026376,0.001326,0.038498,-0.010159,0.109326,-0.226033
1.029878,3,0.025674,0.000000,0.039550,0.025840,-0.000908,0.038831,-0.011802,-0.108908,-0.224475
1.033133,0,0.025747,0.000000,0.039776,0.025457,0.000821,0.038892,-0.015620,0.108821,-0.224823
1.033133,1,0.025747,0.000000,0.039776,0.027141,-0.001335,0.039034,-0.010184,-0.109335,-0.224052
1.033133,2,0.025747,0.000000,0.039776,0.026446,0.001325,0.038702,-0.010090,0.109325,-0.225830
1.033133,3,0.025747,0.000000,0.039776,0.025895,-0.000921,0.039029,-0.011747,-0.108921,-0.224277
1.036005,0,0.025812,0.000000,0.039975,0.025525,0.000820,0.039104,-0.015552,0.108820,-0.224611
1.036005,1,0.025812,0.000000,0.039975,0.027206,-0.001347,0.039238,-0.010119,-0.109347,-0.223848
1.036005,2,0.025812,0.000000,0.039975,0.026527,0.001330,0.038915,-0.010009,0.109330,-0.225617
1.036005,3,0.025812,0.000000,0.039975,0.025950,-0.000920,0.039211,-0.011693,-0.108920,-0.224095
1.038871,0,0.025876,0.000000,0.040174,0.025579,0.000819,0.039298,-0.015498,0.108819,-0.224417
1.038871,1,0.025876,0.000000,0.040174,0.027255,-0.001353,0.039437,-0.010070,-0.109353,-0.223649
1.038871,2,0.025876,0.000000,0.040174,0.026594,0.001322,0.039121,-0.009941,0.109322,-0.225410
1.038871,3,0.025876,0.000000,0.040174,0.026000,-0.000926,0.039390,-0.011643,-0.108926,-0.223915
1.041664,0,0.025939,0.000000,0.040369,0.025646,0.000825,0.039495,-0.015431,0.108825,-0.224221
1.041664,1,0.025939,0.000000,0.040369,0.027320,-0.001345,0.039631,-0.010005,-0.109345,-0.223455
1.041664,2,0.025939,0.000000,0.040369,0.026675,0.001328,0.039325,-0.009860,0.109328,-0.225207
1.041664,3,0.025939,0.000000,0.040369,0.026047,-0.000939,0.039569,-0.011595,-0.108939,-0.223736
1.044982,0,0.026013,0.000000,0.040600,0.025695,0.000831,0.039695,-0.015382,0.108831,-0.224020
1.044982,1,0.026013,0.000000,0.040600,0.027388,-0.001350,0.039855,-0.009937,-0.109350,-0.223231
1.044982,2,0.026013,0.000000,0.040600,0.026750,0.001320,0.039560,-0.009786,0.109320,-0.224971
1.044982,3,0.026013,0.000000,0.040600,0.026121,-0.000931,0.039773,-0.011522,-0.108931,-0.223532
1.048522,0,0.026092,0.000000,0.040847,0.025794,0.000824,0.039934,-0.015283,0.108824,-0.223781
1.048522,1,0.026092,0.000000,0.040847,0.027487,-0.001349,0.040099,-0.009837,-0.109349,-0.222987
1.048522,2,0.026092,0.000000,0.040847,0.026829,0.001325,0.039808,-0.009707,0.109325,-0.224723
1.048522,3,0.026092,0.000000,0.040847,0.026188,-0.000944,0.040006,-0.011455,-0.108944,-0.223300
1.051378,0,0.026156,0.000000,0.041047,0.025826,0.000830,0.040149,-0.015251,0.108830,-0.223566
1.051378,1,0.026156,0.000000,0.041047,0.027553,-0.001341,0.040313,-0.009772,-0.109341,-0.222773
